LSOA11CD,population,IMD score
E01002045,2394.0,28.3
E01002046,1898.0,31.7
E01002047,1754.0,23.3
E01002048,2183.0,25.2
E01002049,1943.0,31.4
E01002050,2022.0,23.4
E01002051,1877.0,36.5
E01002052,2258.0,28.1
E01002053,1878.0,36.0
E01002054,1823.0,36.8
E01002055,1801.0,23.3
E01002056,1594.0,29.0
E01002057,1878.0,22.8
E01002058,1633.0,24.8
E01002059,1512.0,21.2
E01002060,1606.0,11.9
E01002061,1584.0,14.1
E01002062,1827.0,15.8
E01002063,1450.0,21.9
E01002064,1337.0,30.9
E01002065,1619.0,27.6
E01002066,2063.0,47.9
E01002067,1688.0,40.0
E01002068,2346.0,31.7
E01002069,2171.0,40.0
E01002070,2586.0,26.2
E01002071,1619.0,53.3
E01002072,2172.0,36.0
E01002073,1804.0,39.4
E01002074,2279.0,40.3
E01002075,2236.0,34.0
E01002076,1996.0,33.3
E01002077,2286.0,37.9
E01002078,2532.0,34.3
E01002079,1842.0,26.3
E01002080,1260.0,30.6
E01002081,1941.0,45.5
E01002082,1167.0,64.7
E01002083,1444.0,17.7
E01002084,1767.0,27.2
E01002085,2260.0,28.2
E01002086,1371.0,33.0
E01002087,1719.0,35.3
E01002088,2047.0,24.2
E01002089,1467.0,47.0
E01002090,1500.0,39.5
E01002091,1849.0,41.4
E01002092,1629.0,35.9
E01002093,1737.0,46.9
E01002094,1555.0,41.2
E01002095,1550.0,46.9
E01002096,1610.0,43.3
E01002097,1578.0,42.2
E01002098,1441.0,22.0
E01002099,2127.0,40.5
E01002100,1997.0,33.8
E01002101,2161.0,21.6
E01002102,1952.0,28.1
E01002103,1915.0,25.6
E01002104,1633.0,25.5
E01002105,2550.0,28.0
E01002106,2066.0,10.4
E01002107,1775.0,6.4
E01002108,1807.0,8.5
E01002109,1840.0,9.0
E01002110,1665.0,7.6
E01002111,2327.0,14.9
E01002112,2005.0,6.3
E01002113,1531.0,15.9
E01002114,2091.0,21.8
E01002115,1438.0,12.9
E01002116,1659.0,8.6
E01002117,1625.0,16.3
E01002118,1895.0,18.7
E01002119,2301.0,19.3
E01002120,1413.0,31.6
E01002121,1875.0,11.8
E01002122,1780.0,15.6
E01002123,1738.0,17.1
E01002124,1752.0,14.4
E01002125,1774.0,15.5
E01002126,3240.0,14.7
E01002127,1732.0,13.3
E01002128,2134.0,17.8
E01002129,3020.0,17.9
E01002130,2700.0,24.6
E01002131,1549.0,28.7
E01002132,2338.0,9.3
E01002133,2126.0,33.1
E01002134,1477.0,9.2
E01002135,2081.0,15.2
E01002136,1829.0,12.8
E01002137,829.0,4.7
E01002138,1522.0,17.5
E01002139,1371.0,30.8
E01002140,1748.0,18.3
E01002141,1746.0,15.1
E01002142,1780.0,14.4
E01002143,1632.0,20.0
E01002144,1512.0,13.8
E01002145,1635.0,15.8
E01002146,1376.0,3.6
E01002147,1302.0,8.8
E01002148,1364.0,10.4
E01002149,1269.0,4.6
E01002150,2020.0,10.7
E01002151,1512.0,34.1
E01002152,1571.0,6.4
E01002153,1751.0,5.7
E01002154,2437.0,12.7
E01002155,1648.0,6.9
E01002156,1411.0,6.9
E01002157,1798.0,10.9
E01002158,1316.0,6.0
E01002159,1898.0,13.0
E01002160,2501.0,13.1
E01002161,2132.0,14.7
E01002162,1968.0,17.8
E01002163,1593.0,11.2
E01002164,1910.0,8.8
E01002165,1837.0,14.6
E01002166,1670.0,13.3
E01002167,1639.0,20.3
E01002168,1557.0,26.0
E01002169,1604.0,18.1
E01002170,1333.0,16.5
E01002171,1758.0,11.4
E01002172,1603.0,12.8
E01002173,1806.0,13.6
E01002174,1597.0,10.3
E01002175,1456.0,11.6
E01002176,1717.0,12.9
E01002177,1409.0,13.9
E01002178,1567.0,10.0
E01002179,2775.0,21.1
E01002180,2422.0,26.9
E01002181,1981.0,12.4
E01002182,2116.0,14.7
E01002183,2235.0,19.1
E01002184,1993.0,18.6
E01002185,1683.0,30.6
E01002186,1746.0,18.6
E01002187,1959.0,12.4
E01002188,1557.0,3.2
E01002189,1745.0,5.7
E01002190,1560.0,6.2
E01002191,1934.0,6.5
E01002192,1614.0,6.7
E01002193,1914.0,11.0
E01002194,1706.0,5.4
E01002195,1649.0,5.7
E01002196,1676.0,5.4
E01002197,1358.0,12.0
E01002198,1926.0,13.2
E01002199,1528.0,10.4
E01002200,1737.0,15.9
E01002201,1697.0,9.7
E01002202,2425.0,18.3
E01002203,1891.0,13.1
E01002204,1831.0,14.0
E01002206,1310.0,14.3
E01002207,1652.0,11.8
E01002208,1237.0,5.0
E01002209,1761.0,9.9
E01002210,1619.0,8.5
E01002211,1403.0,27.3
E01002212,1819.0,19.7
E01002213,3809.0,18.0
E01002214,1831.0,18.3
E01002215,1641.0,26.8
E01002216,1731.0,12.2
E01002217,1994.0,32.7
E01002218,1795.0,16.6
E01002219,1798.0,20.4
E01002220,1584.0,14.6
E01002221,1627.0,16.9
E01002222,1620.0,13.2
E01002223,1689.0,14.2
E01002224,1436.0,23.6
E01002225,1823.0,7.0
E01002226,2272.0,13.9
E01002227,1838.0,38.2
E01002228,2303.0,13.8
E01002229,1860.0,20.3
E01002230,1814.0,10.4
E01002231,1998.0,22.4
E01002232,2044.0,19.7
E01002233,2349.0,24.8
E01002234,1694.0,18.9
E01002235,1974.0,28.0
E01002236,2268.0,18.0
E01002237,1790.0,20.0
E01002238,1929.0,11.2
E01002239,1898.0,9.1
E01002240,1792.0,20.2
E01002241,1822.0,21.9
E01002242,1824.0,8.4
E01002243,2075.0,30.3
E01002244,1925.0,19.0
E01002245,1698.0,17.9
E01002246,1889.0,14.7
E01002247,2324.0,20.0
E01002248,1678.0,21.3
E01002249,1878.0,20.6
E01002250,1893.0,21.6
E01002251,1497.0,24.5
E01002252,1610.0,10.4
E01002253,1584.0,2.5
E01002254,1588.0,3.3
E01002255,1602.0,8.3
E01002256,1535.0,6.4
E01002257,1746.0,4.2
E01002258,1804.0,14.9
E01002259,1504.0,7.4
E01002260,1891.0,12.1
E01002261,1716.0,13.7
E01002262,1799.0,16.0
E01002263,1651.0,7.9
E01002264,1659.0,32.1
E01002265,1376.0,11.7
E01002266,1413.0,15.1
E01002267,1567.0,26.1
E01002268,1404.0,11.6
E01002269,1805.0,8.7
E01002270,1648.0,6.6
E01002271,1540.0,7.9
E01002272,1236.0,9.3
E01002273,1268.0,10.4
E01002274,1631.0,7.6
E01002275,1326.0,8.3
E01002276,2229.0,29.6
E01002277,1584.0,33.4
E01002278,1685.0,33.0
E01002279,1732.0,25.3
E01002280,1855.0,50.0
E01002281,2611.0,33.8
E01002282,2029.0,40.2
E01002283,1679.0,30.5
E01002284,2039.0,29.6
E01002285,1282.0,7.1
E01002286,1592.0,5.3
E01002287,1536.0,9.1
E01002288,1534.0,6.5
E01002289,1710.0,9.3
E01002290,1428.0,7.7
E01002291,1647.0,9.6
E01002292,1645.0,18.2
E01002293,1731.0,17.3
E01002294,1485.0,9.0
E01002295,1925.0,16.2
E01002296,1736.0,13.2
E01002297,1683.0,38.6
E01002298,1577.0,11.6
E01002299,1999.0,20.0
E01002300,1927.0,10.5
E01002301,1675.0,12.1
E01002302,1702.0,18.4
E01002303,2155.0,31.0
E01002304,1659.0,22.3
E01002305,1666.0,18.2
E01002306,1799.0,31.2
E01002307,1884.0,20.1
E01002308,1807.0,24.5
E01002309,1870.0,22.8
E01002310,1789.0,39.5
E01002311,1872.0,26.2
E01002312,1683.0,27.7
E01002313,2271.0,25.7
E01002314,1859.0,39.9
E01002315,1832.0,22.9
E01002316,2072.0,40.7
E01002317,1601.0,5.5
E01002318,1591.0,8.5
E01002319,1791.0,16.8
E01002320,1481.0,8.9
E01002321,1762.0,9.5
E01002322,1930.0,7.7
E01002323,1663.0,11.9
E01002324,1465.0,22.1
E01002325,1956.0,26.6
E01002326,1685.0,19.6
E01002327,1499.0,15.5
E01002328,1784.0,10.0
E01002329,1738.0,15.5
E01002330,1959.0,18.9
E01002331,1544.0,15.4
E01002332,1683.0,14.8
E01002333,1333.0,8.5
E01002334,1678.0,11.3
E01002335,1591.0,16.4
E01002336,1643.0,13.0
E01002337,1323.0,13.7
E01002338,1363.0,11.6
E01002339,1590.0,5.8
E01002340,1432.0,8.7
E01002341,1300.0,10.8
E01002342,1747.0,19.7
E01002343,1673.0,13.2
E01002344,1867.0,19.8
E01002345,1950.0,30.3
E01002346,1544.0,25.6
E01002347,1640.0,14.3
E01002348,1465.0,10.1
E01002349,1498.0,13.9
E01002350,1834.0,26.3
E01002351,1778.0,11.8
E01002352,1926.0,17.9
E01002353,2165.0,15.3
E01002354,1357.0,5.0
E01002355,1457.0,6.4
E01002356,2366.0,33.7
E01002358,2303.0,16.4
E01002359,1280.0,7.0
E01002360,1445.0,13.8
E01002361,2052.0,19.4
E01002362,1518.0,6.9
E01002363,1561.0,18.4
E01002364,1437.0,7.0
E01002365,1359.0,13.5
E01002366,1435.0,11.1
E01002367,1732.0,9.7
E01002368,2120.0,39.1
E01002369,2028.0,21.4
E01002370,2266.0,29.6
E01002371,1697.0,16.2
E01002372,1736.0,10.8
E01002373,1715.0,13.8
E01002374,1640.0,16.7
E01002375,1837.0,28.9
E01002376,1387.0,6.8
E01002377,1746.0,12.9
E01002378,1688.0,8.0
E01002379,1695.0,6.6
E01002380,2457.0,17.0
E01002381,1701.0,13.4
E01002382,1909.0,8.2
E01002383,1712.0,8.3
E01002384,1620.0,7.0
E01002385,1642.0,13.8
E01002386,2155.0,7.8
E01002387,1614.0,4.5
E01002388,1639.0,2.3
E01002389,1469.0,4.4
E01002390,1425.0,3.2
E01002391,1696.0,10.6
E01002392,1800.0,35.1
E01002393,2202.0,22.8
E01002394,1734.0,19.0
E01002395,1481.0,21.6
E01002396,1887.0,28.6
E01002397,2093.0,26.4
E01002398,1898.0,21.2
E01002399,1666.0,19.7
E01002400,1809.0,26.7
E01002401,2328.0,26.6
E01002402,1637.0,24.4
E01002403,1354.0,26.6
E01002404,2084.0,29.7
E01002405,2098.0,23.5
E01002406,3063.0,25.0
E01002407,2505.0,23.5
E01002408,1641.0,31.0
E01002409,2061.0,22.4
E01002410,1880.0,15.8
E01002411,1950.0,24.0
E01002412,2561.0,13.3
E01002413,1596.0,30.7
E01002414,1050.0,8.8
E01002415,1668.0,7.0
E01002416,1715.0,7.3
E01002417,1749.0,6.6
E01002418,1748.0,11.9
E01002419,1609.0,5.5
E01002420,1633.0,13.8
E01002421,1682.0,9.0
E01002422,1535.0,15.8
E01002423,1757.0,13.7
E01002424,1750.0,13.5
E01002425,1901.0,23.9
E01002426,1970.0,17.7
E01002427,1613.0,13.2
E01002428,1548.0,12.2
E01002429,1508.0,30.1
E01002430,1375.0,6.1
E01002431,1327.0,4.9
E01002432,1535.0,6.6
E01002433,2506.0,16.9
E01002434,1307.0,5.5
E01002435,1484.0,4.2
E01002436,1706.0,11.0
E01002437,1386.0,5.8
E01002438,1383.0,12.6
E01002439,1605.0,17.0
E01002440,1485.0,20.2
E01002441,1560.0,23.7
E01002442,1525.0,23.8
E01002443,2008.0,19.9
E01002444,2296.0,22.6
E01002445,1820.0,30.4
E01002446,1946.0,21.9
E01002447,2363.0,24.2
E01002448,2399.0,18.2
E01002449,2379.0,21.4
E01002450,1548.0,7.6
E01002451,1491.0,7.1
E01002452,1521.0,9.4
E01002453,1797.0,11.3
E01002454,1909.0,19.7
E01002455,1919.0,20.2
E01002456,1777.0,19.2
E01002457,1689.0,26.8
E01002458,1376.0,7.1
E01002459,1599.0,3.7
E01002460,1317.0,6.6
E01002461,1531.0,10.3
E01002462,1475.0,6.9
E01002463,1514.0,7.3
E01002464,1590.0,6.4
E01002465,1643.0,10.4
E01002466,1652.0,7.6
E01002467,1481.0,5.8
E01002468,1691.0,6.8
E01002469,1670.0,8.0
E01002470,1878.0,10.7
E01002471,1603.0,7.3
E01002472,1763.0,8.2
E01002473,1602.0,16.0
E01002474,1697.0,10.5
E01002475,1500.0,17.6
E01002476,1598.0,4.6
E01002477,1405.0,10.0
E01002478,1698.0,7.5
E01002479,1667.0,19.6
E01002480,1776.0,4.1
E01002481,1607.0,19.1
E01002482,1611.0,3.1
E01002483,2046.0,9.3
E01002484,1378.0,21.3
E01002485,2027.0,15.3
E01002486,2379.0,24.9
E01002487,2024.0,24.1
E01002488,1869.0,18.6
E01002489,2183.0,16.0
E01002490,2386.0,21.8
E01002491,1742.0,26.1
E01002492,1882.0,21.1
E01002493,1968.0,31.9
E01002494,1769.0,11.2
E01002495,2327.0,10.0
E01002496,1891.0,16.8
E01002497,2453.0,15.0
E01002498,1310.0,8.3
E01002499,1845.0,12.7
E01002501,1763.0,21.2
E01002502,1761.0,29.2
E01002503,1949.0,31.0
E01002504,2929.0,25.3
E01002505,1820.0,36.0
E01002506,2365.0,33.0
E01002507,2053.0,21.0
E01002508,2206.0,34.6
E01002509,1437.0,8.2
E01002511,1515.0,23.6
E01002512,1900.0,6.1
E01002513,1378.0,12.2
E01002514,2176.0,12.3
E01002515,2581.0,21.8
E01002516,1522.0,7.5
E01002518,1429.0,10.2
E01002519,1603.0,29.9
E01002520,1864.0,19.7
E01002521,2101.0,29.2
E01002523,1775.0,17.1
E01002525,1813.0,19.3
E01002526,1881.0,28.8
E01002527,1764.0,27.7
E01002528,1823.0,35.1
E01002529,2669.0,20.4
E01002530,1821.0,35.3
E01002531,1695.0,17.5
E01002532,1444.0,28.5
E01002533,1413.0,17.1
E01002534,1451.0,9.7
E01002535,2146.0,8.3
E01002536,1536.0,9.1
E01002537,2389.0,7.1
E01002538,1604.0,12.2
E01002539,1683.0,7.1
E01002540,1899.0,27.8
E01002541,2018.0,14.8
E01002542,2246.0,29.8
E01002543,1984.0,30.7
E01002544,1886.0,14.3
E01002545,1576.0,43.0
E01002546,1826.0,19.6
E01002547,1750.0,25.1
E01002548,1657.0,32.0
E01002549,1803.0,21.2
E01002550,1958.0,29.5
E01002551,2040.0,21.8
E01002552,1669.0,29.3
E01002553,1690.0,36.1
E01002554,2944.0,27.8
E01002555,1968.0,14.6
E01002556,1685.0,17.0
E01002557,1871.0,25.4
E01002558,2313.0,23.8
E01002559,2539.0,25.8
E01002560,1776.0,28.6
E01002561,1393.0,34.7
E01002562,1421.0,32.8
E01002563,1634.0,15.8
E01002564,1740.0,34.3
E01002565,3057.0,18.2
E01002566,3101.0,34.2
E01002567,1712.0,21.3
E01002568,2410.0,31.7
E01002569,2023.0,9.2
E01002570,1628.0,13.4
E01002571,1292.0,5.4
E01002572,1557.0,30.3
E01002573,1513.0,12.1
E01002574,1533.0,10.8
E01002575,1686.0,7.3
E01002576,1635.0,21.7
E01002577,1557.0,12.3
E01002578,1417.0,10.5
E01002579,1730.0,9.9
E01002580,1430.0,24.6
E01002581,1855.0,11.4
E01002582,1637.0,12.1
E01002583,1710.0,23.7
E01002584,2094.0,18.8
E01002585,1840.0,28.5
E01002586,1818.0,16.6
E01002587,2166.0,24.1
E01002588,1830.0,37.8
E01002589,2309.0,23.2
E01002590,2110.0,18.7
E01002591,1798.0,21.7
E01002592,2190.0,24.4
E01002593,2151.0,23.8
E01002594,2066.0,21.8
E01002595,2077.0,27.1
E01002596,1902.0,24.2
E01002598,2083.0,25.7
E01002599,1569.0,26.6
E01002600,1503.0,27.1
E01002601,1979.0,16.8
E01002602,1420.0,15.6
E01002603,1966.0,26.6
E01002604,1604.0,35.3
E01002605,2048.0,31.4
E01002606,1658.0,38.2
E01002607,2085.0,21.1
E01002608,1930.0,30.4
E01002609,1826.0,16.0
E01002610,1740.0,26.7
E01002611,1794.0,21.0
E01002612,1924.0,26.9
E01002613,1801.0,18.7
E01002614,2058.0,14.6
E01002615,1651.0,36.0
E01002616,1589.0,17.2
E01002617,1598.0,13.1
E01002618,1693.0,16.0
E01002619,1902.0,18.8
E01002620,2494.0,25.9
E01002621,1789.0,20.1
E01002622,1790.0,22.9
E01002623,1769.0,28.2
E01002624,1680.0,21.7
E01002625,1673.0,16.4
E01002626,1570.0,18.6
E01002627,1744.0,29.0
E01002628,1977.0,17.2
E01002629,2329.0,23.1
E01002630,1950.0,17.1
E01002631,1515.0,23.7
E01002632,1780.0,19.4
E01002633,1917.0,38.3
E01002634,1730.0,32.8
E01002635,1824.0,20.4
E01002636,2011.0,16.6
E01002637,1678.0,31.4
E01002638,2028.0,30.8
E01002639,1801.0,14.8
E01002640,1917.0,18.6
E01002641,2446.0,26.1
E01002642,3226.0,21.2
E01002643,2669.0,22.9
E01002645,2396.0,25.4
E01002646,2326.0,29.9
E01002647,2227.0,23.9
E01002648,3091.0,20.1
E01002649,2105.0,26.6
E01002650,2484.0,23.8
E01002651,1824.0,19.2
E01002652,1754.0,18.4
E01002653,1724.0,14.7
E01002654,1797.0,14.7
E01002655,1827.0,12.7
E01002656,1224.0,15.0
E01002657,1835.0,8.7
E01002658,1308.0,10.0
E01002659,1497.0,14.7
E01002660,1969.0,18.8
E01002661,1950.0,16.5
E01002662,2658.0,17.2
E01002663,2287.0,22.0
E01002664,2881.0,28.3
E01002665,1704.0,23.2
E01002666,1558.0,17.8
E01002667,1929.0,21.0
E01002668,2004.0,15.5
E01002669,1711.0,38.7
E01002670,1999.0,15.8
E01002671,1603.0,17.7
E01002672,1641.0,26.7
E01002673,1621.0,49.2
E01002674,1896.0,14.6
E01002675,2516.0,13.8
E01002676,1584.0,15.7
E01002677,1912.0,19.6
E01002678,1814.0,11.4
E01002679,1675.0,13.4
E01002680,1914.0,16.2
E01002681,1967.0,26.4
E01002682,2412.0,18.2
E01002683,2880.0,12.1
E01002684,2748.0,24.2
E01002686,1536.0,37.8
E01002687,1671.0,11.4
E01002689,1588.0,19.3
E01002690,1444.0,10.3
E01002691,1598.0,10.7
E01002692,2103.0,16.1
E01002693,1817.0,15.5
E01002694,1613.0,43.0
E01002695,1896.0,22.4
E01002696,2180.0,20.2
E01002697,2474.0,31.8
E01002698,2494.0,17.5
E01002699,1729.0,19.7
E01002700,1657.0,13.4
E01002701,1904.0,27.8
E01002702,2653.0,29.5
E01002703,1682.0,27.3
E01002704,2669.0,22.3
E01002706,2605.0,24.9
E01002707,2491.0,25.7
E01002708,2605.0,30.0
E01002709,1757.0,35.2
E01002710,1683.0,31.0
E01002711,2766.0,21.8
E01002712,2129.0,27.0
E01002713,2004.0,44.5
E01002714,1955.0,14.0
E01002715,1790.0,38.5
E01002716,2524.0,34.6
E01002717,1411.0,22.4
E01002718,1854.0,19.4
E01002719,1712.0,16.7
E01002720,2342.0,40.0
E01002721,1836.0,28.2
E01002722,1440.0,36.8
E01002723,2075.0,28.5
E01002724,2741.0,14.6
E01002725,1840.0,29.1
E01002726,1742.0,24.5
E01002727,1696.0,26.1
E01002728,2000.0,27.2
E01002729,1726.0,31.0
E01002730,2283.0,30.4
E01002731,3657.0,24.5
E01002732,1996.0,47.1
E01002733,1703.0,18.5
E01002734,2792.0,40.5
E01002735,1541.0,33.5
E01002736,1672.0,45.0
E01002737,1997.0,35.8
E01002738,2247.0,24.7
E01002739,2115.0,17.4
E01002740,2577.0,16.1
E01002741,1720.0,34.8
E01002742,1769.0,15.8
E01002743,1914.0,19.1
E01002744,1575.0,17.9
E01002745,1593.0,15.8
E01002747,1949.0,13.3
E01002748,1694.0,39.9
E01002749,1705.0,22.8
E01002751,2164.0,38.0
E01002752,1625.0,22.4
E01002753,1553.0,29.4
E01002754,1604.0,16.4
E01002755,1445.0,39.9
E01002756,1383.0,27.8
E01002757,1534.0,24.1
E01002758,1811.0,44.1
E01002759,1569.0,20.6
E01002760,1873.0,38.8
E01002762,2228.0,20.7
E01002763,1779.0,33.1
E01002764,2014.0,30.9
E01002765,1768.0,28.2
E01002766,2554.0,31.6
E01002767,2324.0,36.8
E01002768,1740.0,29.3
E01002769,1369.0,20.1
E01002770,1849.0,30.0
E01002771,1509.0,27.3
E01002772,1960.0,28.7
E01002773,1461.0,50.1
E01002774,2353.0,30.9
E01002775,1615.0,22.2
E01002776,2172.0,32.1
E01002777,1800.0,27.6
E01002778,1980.0,39.1
E01002779,2182.0,18.6
E01002780,1723.0,26.4
E01002781,1553.0,28.9
E01002782,1697.0,37.2
E01002783,1768.0,46.5
E01002784,1858.0,34.3
E01002785,2045.0,18.9
E01002786,1655.0,36.1
E01002787,1485.0,32.1
E01002788,2123.0,17.0
E01002789,2123.0,13.7
E01002790,1592.0,42.3
E01002791,2248.0,13.9
E01002792,2242.0,16.1
E01002793,2193.0,36.2
E01002794,2140.0,22.2
E01002795,2244.0,25.0
E01002796,1243.0,23.6
E01002797,2175.0,32.1
E01002798,2083.0,21.5
E01002799,2122.0,32.3
E01002800,1698.0,38.9
E01002801,1838.0,16.9
E01002802,1622.0,25.9
E01002803,3251.0,23.8
E01002804,1945.0,37.4
E01002805,1736.0,22.8
E01002806,1727.0,27.0
E01002807,1978.0,31.6
E01002808,2174.0,24.6
E01002809,1713.0,31.4
E01002810,1760.0,33.3
E01002811,1641.0,38.6
E01002812,1982.0,11.5
E01002813,1632.0,10.1
E01002814,2400.0,25.0
E01002815,1340.0,18.3
E01002816,1467.0,11.5
E01002817,1499.0,10.4
E01002818,1884.0,12.7
E01002819,1511.0,11.1
E01002820,1364.0,9.6
E01002821,1549.0,10.9
E01002822,1208.0,12.9
E01002823,1448.0,28.4
E01002824,1330.0,10.0
E01002825,2207.0,9.7
E01002826,1610.0,10.8
E01002827,1850.0,12.1
E01002828,1394.0,16.2
E01002829,1301.0,34.5
E01002830,1621.0,35.4
E01002831,1737.0,36.7
E01002832,1537.0,31.4
E01002833,1391.0,19.2
E01002834,1542.0,15.6
E01002835,1666.0,10.5
E01002836,1464.0,11.1
E01002837,1360.0,13.1
E01002838,1290.0,11.1
E01002839,1486.0,25.8
E01002840,1228.0,37.7
E01002841,1282.0,26.5
E01002842,1002.0,47.4
E01002843,1364.0,42.6
E01002844,1405.0,17.0
E01002845,1450.0,21.0
E01002846,1312.0,30.9
E01002847,1602.0,22.1
E01002848,1476.0,29.5
E01002849,1602.0,17.2
E01002850,1471.0,23.7
E01002851,1527.0,39.8
E01002852,2011.0,41.7
E01002853,993.0,57.1
E01002854,1032.0,45.1
E01002855,1524.0,45.5
E01002856,1557.0,37.8
E01002857,1131.0,59.0
E01002858,1350.0,23.4
E01002859,1627.0,10.2
E01002860,1512.0,11.4
E01002861,1258.0,15.0
E01002862,1274.0,26.0
E01002863,1378.0,9.9
E01002864,1515.0,9.5
E01002865,1689.0,7.3
E01002866,1659.0,20.7
E01002867,1825.0,22.3
E01002868,1605.0,9.3
E01002869,1541.0,19.7
E01002870,1435.0,41.4
E01002871,1671.0,11.3
E01002872,1332.0,38.9
E01002873,1261.0,19.8
E01002874,1267.0,20.0
E01002875,1362.0,14.9
E01002876,1646.0,20.1
E01002877,1623.0,41.2
E01002878,1556.0,33.9
E01002879,1278.0,41.7
E01002880,976.0,44.2
E01002881,1159.0,40.5
E01002882,1369.0,17.1
E01002883,1767.0,11.7
E01002884,1359.0,21.6
E01002885,1361.0,19.6
E01002886,1454.0,14.8
E01002887,1504.0,12.6
E01002888,2473.0,10.9
E01002889,1187.0,8.2
E01002890,1731.0,9.0
E01002891,1462.0,9.5
E01002892,1938.0,8.5
E01002893,1679.0,21.8
E01002894,1771.0,19.9
E01002895,1428.0,11.2
E01002896,1748.0,10.3
E01002897,1465.0,15.7
E01002898,1866.0,9.5
E01002899,1544.0,21.5
E01002900,1618.0,8.3
E01002901,1277.0,16.5
E01002902,1646.0,10.8
E01002903,1641.0,7.6
E01002904,1083.0,45.1
E01002905,1417.0,44.5
E01002906,1748.0,33.0
E01002907,1331.0,52.6
E01002908,1295.0,26.9
E01002909,1918.0,29.7
E01002910,1530.0,16.3
E01002911,1745.0,12.5
E01002912,1780.0,13.9
E01002913,2241.0,18.0
E01002914,1650.0,8.9
E01002915,1391.0,8.1
E01002916,1469.0,8.2
E01002917,1451.0,4.1
E01002918,1831.0,12.2
E01002919,2110.0,15.6
E01002920,1610.0,5.1
E01002921,1676.0,15.2
E01002922,1621.0,9.1
E01002923,1795.0,30.1
E01002924,1501.0,3.3
E01002925,1618.0,11.5
E01002926,1590.0,7.4
E01002927,1645.0,12.6
E01002928,1925.0,16.6
E01002929,1679.0,8.8
E01002930,1967.0,11.1
E01002931,2082.0,11.5
E01002932,2128.0,26.6
E01002933,2160.0,15.4
E01002934,2199.0,3.7
E01002935,2266.0,8.2
E01002937,1874.0,5.1
E01002938,2174.0,4.8
E01002939,1676.0,12.8
E01002940,1697.0,18.1
E01002941,1646.0,9.4
E01002942,1395.0,10.8
E01002943,1428.0,16.8
E01002944,1377.0,13.4
E01002945,1583.0,9.1
E01002946,1482.0,8.7
E01002947,1612.0,7.3
E01002948,2224.0,17.9
E01002949,1914.0,9.7
E01002950,1675.0,18.0
E01002951,1825.0,5.4
E01002952,1704.0,6.3
E01002953,1617.0,7.1
E01002954,1441.0,12.2
E01002955,1628.0,14.3
E01002956,2240.0,7.3
E01002957,2030.0,14.3
E01002958,1833.0,6.8
E01002959,1432.0,3.1
E01002960,1737.0,6.1
E01002961,1639.0,7.4
E01002962,1870.0,12.9
E01002963,1938.0,9.9
E01002964,3555.0,17.3
E01002965,2123.0,13.0
E01002966,2011.0,9.5
E01002967,2731.0,5.3
E01002968,3353.0,14.5
E01002969,1932.0,40.9
E01002970,1764.0,21.2
E01002971,2071.0,12.4
E01002972,2429.0,13.6
E01002973,1540.0,23.1
E01002974,2143.0,13.9
E01002975,1522.0,12.1
E01002976,1669.0,8.1
E01002977,1759.0,18.4
E01002978,1906.0,7.4
E01002979,1573.0,9.5
E01002980,1411.0,7.4
E01002981,1574.0,11.9
E01002982,1406.0,13.6
E01002983,1699.0,7.4
E01002984,1475.0,17.2
E01002985,1873.0,11.8
E01002986,1393.0,12.6
E01002987,1996.0,18.6
E01002988,1964.0,6.7
E01002989,2084.0,8.6
E01002990,1780.0,7.6
E01002991,1608.0,7.6
E01002992,1118.0,6.6
E01002993,1654.0,10.2
E01002994,1563.0,7.9
E01002995,1580.0,5.9
E01002996,1514.0,7.6
E01002997,1647.0,8.3
E01002998,1643.0,14.4
E01002999,1492.0,14.4
E01003000,1785.0,19.4
E01003001,1914.0,12.8
E01003002,2004.0,17.5
E01003003,1823.0,15.3
E01003004,1549.0,10.9
E01003005,1583.0,7.5
E01003006,1514.0,7.8
E01003007,1602.0,4.7
E01003008,1520.0,3.2
E01003009,2169.0,9.3
E01003010,1542.0,4.3
E01003011,1861.0,6.8
E01003013,1252.0,12.3
E01003014,1693.0,26.3
E01003015,1688.0,26.7
E01003016,756.0,13.3
E01003017,1952.0,23.4
E01003018,2168.0,22.5
E01003019,1952.0,18.8
E01003020,1711.0,24.0
E01003021,2371.0,33.3
E01003022,1765.0,20.5
E01003023,2665.0,19.3
E01003024,1773.0,31.5
E01003025,2023.0,21.7
E01003026,1544.0,17.4
E01003027,1308.0,10.1
E01003028,1551.0,19.8
E01003029,1889.0,19.2
E01003030,2018.0,16.7
E01003031,1667.0,23.6
E01003032,1729.0,31.5
E01003033,1598.0,14.9
E01003034,1739.0,18.5
E01003035,1585.0,24.9
E01003036,1544.0,24.2
E01003037,1385.0,38.3
E01003038,1724.0,14.9
E01003039,2427.0,10.6
E01003040,1288.0,21.3
E01003041,1518.0,34.7
E01003042,1095.0,26.0
E01003043,1573.0,23.7
E01003044,1008.0,43.1
E01003045,1840.0,38.8
E01003046,1651.0,33.9
E01003047,1731.0,39.6
E01003048,1781.0,37.9
E01003049,1754.0,39.7
E01003050,1820.0,27.9
E01003051,1904.0,36.3
E01003052,1840.0,40.7
E01003053,1633.0,23.2
E01003054,1982.0,21.8
E01003055,1654.0,34.1
E01003056,1539.0,29.9
E01003057,1538.0,36.6
E01003058,1756.0,24.3
E01003059,1697.0,39.2
E01003060,1500.0,36.8
